OrderDetailsID,ProductID,OrderItemQuantity,PerUnitPrice,OrderStatus,OrderID,OrderDate,CustomerID,ProductName,CategoryName,ProductDescription,ProductStandardCost,ProductListPrice,Profit,Revenue
150,P150,129,863.05,Canceled,7421,2016-02-17,2450,G.Skill Trident Z,Storage,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",532.27,722.99,190.72,111333.45
151,P151,52,1844.89,Pending,7422,2017-02-10,2451,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",603.22,721.99,118.77,95934.28
152,P152,108,1249.0,Shipped,7423,2017-02-10,2452,Corsair Dominator Platinum,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",616.53,719.99,103.46,134892.0
153,P153,131,635.99,Canceled,7424,2017-02-10,2453,Corsair Dominator Platinum,Storage,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",538.55,719.99,181.44,83314.69
154,P154,82,1299.73,Shipped,7425,2017-01-02,2454,G.Skill Trident Z,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",585.26,713.99,128.73,106577.86
155,P155,66,329.99,Pending,7426,2015-12-14,2455,G.Skill Trident Z,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",533.21,713.99,180.78,21779.34
156,P156,112,2699.99,Canceled,7427,2015-12-01,2456,G.Skill Trident Z,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",580.21,704.99,124.78,302398.88
157,P157,107,150.99,Pending,7428,2016-12-01,2457,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",618.63,704.99,86.36,16155.93
158,P158,98,2009.46,Canceled,7429,2016-11-30,2458,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",633.65,704.99,71.34,196927.08000000002
159,P159,89,43.99,Canceled,7430,2017-11-01,2459,Corsair Vengeance LPX,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",565.73,699.99,134.26,3915.11
160,P160,70,469.99,Pending,7431,2015-10-27,2460,Corsair Dominator Platinum,Storage,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",578.46,699.89,121.43,32899.3
161,P161,32,892.0,Canceled,7432,2015-10-28,2461,Corsair Vengeance LPX,Storage,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",595.42,699.01,103.59,28544.0
162,P162,34,1638.89,Shipped,7433,2016-10-28,2462,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",617.62,695.99,78.37,55722.26
163,P163,138,704.99,Shipped,7434,2015-10-28,2463,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",577.25,695.99,118.74,97288.62
164,P164,75,16.99,Shipped,7435,2016-09-19,2464,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",517.78,686.99,169.21,1274.2499999999998
165,P165,47,1019.99,Shipped,7436,2016-09-14,2465,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",546.64,686.99,140.35,47939.53
166,P166,83,704.99,Shipped,7437,2016-07-12,2466,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",602.4,680.99,78.59,58514.17
167,P167,40,1388.89,Pending,7438,2017-03-18,2467,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",546.05,677.99,131.94,55555.600000000006
168,P168,121,289.79,Pending,7439,2017-01-07,2468,Kingston,Storage,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",556.84,671.38,114.54,35064.590000000004
169,P169,42,2774.98,Canceled,7440,2017-01-05,2469,Corsair Dominator Platinum,Storage,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",537.63,659.99,122.36,116549.16
170,P170,66,660.0,Shipped,7441,2016-02-08,2470,Kingston,Storage,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB",566.98,653.5,86.52,43560.0
171,P171,52,829.99,Canceled,7442,2017-02-01,2471,G.Skill Trident X,Storage,"Speed:DDR3-3100,Type:240-pin DIMM,CAS:12Module:2x4GBSize:8GB",507.32,649.99,142.67,43159.48
172,P172,38,1756.0,Pending,7443,2016-11-17,2472,Corsair Vengeance LPX,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",571.7,645.99,74.29,66728.0
173,P173,123,1064.99,Canceled,7444,2017-02-20,2473,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",499.09,645.99,146.9,130993.77
174,P174,86,338.99,Canceled,7445,2017-02-14,2474,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",452.54,645.2,192.66,29153.14
175,P175,74,353.98,Canceled,7446,2017-02-14,2475,Kingston,Storage,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x16GBSize:64GB",474.18,644.0,169.82,26194.52
176,P176,98,1759.99,Pending,7447,2017-01-24,2476,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",510.93,640.99,130.06,172479.02
177,P177,136,43.99,Shipped,7448,2016-11-29,2477,G.Skill Ripjaws V Series,Storage,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",450.36,640.99,190.63,5982.64
178,P178,50,1844.89,Pending,7449,2016-11-29,2478,Kingston,Storage,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",471.78,635.99,164.21,92244.5
179,P179,71,644.0,Shipped,7450,2016-11-29,2479,Intel DP35DPM,Mother Board,"CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB",626.22,789.79,163.57,45724.0
180,P180,54,1099.99,Shipped,7451,2017-09-28,2480,Asus X99-E-10G WS,Mother Board,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",582.02,649.0,66.98,59399.46
181,P181,137,647.99,Pending,7452,2017-09-27,2481,Asus ROG MAXIMUS IX EXTREME,Mother Board,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",480.89,573.99,93.1,88774.63
182,P182,35,136.69,Shipped,7453,2016-09-27,2482,Asus RAMPAGE V EXTREME,Mother Board,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",459.0,572.96,113.96,4784.15
183,P183,47,394.99,Canceled,7454,2017-09-27,2483,Asus Z10PE-D8 WS,Mother Board,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB",504.14,561.59,57.45,18564.53
184,P184,96,59.99,Pending,7455,2016-08-16,2484,MSI X99A GODLIKE GAMING CARBON,Mother Board,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",415.0,549.59,134.59,5759.04
185,P185,106,2015.11,Shipped,7456,2016-05-27,2485,Supermicro H8DG6-F,Mother Board,"CPU:G34 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:512GB",416.64,525.99,109.35,213601.66
186,P186,84,2042.69,Canceled,7457,2017-05-27,2486,Asus Rampage V Edition 10,Mother Board,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",452.5,519.99,67.49,171585.96
187,P187,60,525.99,Pending,7458,2017-05-27,2487,Gigabyte GA-Z270X-Gaming 9,Mother Board,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",380.05,503.98,123.93,31559.4
188,P188,127,759.99,Shipped,7459,2016-05-26,2488,Gigabyte X299 AORUS Gaming 9,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",395.24,499.99,104.75,96518.73
189,P189,126,417.98,Canceled,7460,2016-09-07,2489,ASRock E3C224D4M-16RE,Mother Board,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",364.79,499.99,135.2,52665.48
190,P190,146,1449.98,Pending,7461,2016-09-07,2490,Asus PRIME X299-DELUXE,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",409.92,487.3,77.38,211697.08000000002
191,P191,64,402.99,Shipped,7462,2016-08-24,2491,Asus X99-E WS/USB 3.1,Mother Board,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",428.89,482.49,53.6,25791.36
192,P192,82,3254.99,Canceled,7463,2016-08-16,2492,Supermicro X9SRH-7TF,Mother Board,"CPU:LGA2011,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",411.64,479.99,68.35,266909.18
193,P193,134,704.99,Pending,7464,2017-08-14,2493,Asus Z10PE-D16 WS,Mother Board,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",332.52,469.99,137.47,94468.66
194,P194,90,382.98,Shipped,7465,2017-08-12,2494,ASRock X99 Extreme11,Mother Board,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",380.55,469.99,89.44,34468.200000000004
195,P195,67,1751.99,Shipped,7466,2017-08-12,2495,Supermicro MBD-X10DAX,Mother Board,"CPU:LGA2011-3 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:256GB",385.24,443.72,58.48,117383.33
196,P196,52,525.99,Canceled,7467,2017-03-09,2496,Asus X99-DELUXE/U3.1,Mother Board,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",332.38,440.3,107.92,27351.48
197,P197,87,660.0,Pending,7468,2017-03-07,2497,Supermicro X11SSL-CF,Mother Board,"CPU:LGA1151,Form Factor:Micro ATX,RAM Slots:4,Max RAM:64GB",317.81,419.99,102.18,57420.0
198,P198,90,1431.99,Shipped,7469,2016-06-12,2498,Asus KGPE-D16,Mother Board,"CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB",360.72,417.98,57.26,128879.1
199,P199,75,299.89,Canceled,7470,2016-09-05,2499,Asus Z10PE-D16,Mother Board,"CPU:LGA2011-3 Narrow x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",293.3,402.99,109.69,22491.75
200,P200,133,343.99,Shipped,7471,2017-09-05,2500,ASRock C2750D4I,Mother Board,"CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",339.55,401.98,62.43,45750.67
201,P201,56,41.99,Shipped,7472,2017-02-19,2501,Gigabyte X299 AORUS Gaming 7,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",283.91,399.99,116.08,2351.44
202,P202,142,89.89,Pending,7473,2015-05-31,2502,MSI X99A GODLIKE GAMING,Mother Board,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",302.95,399.99,97.04,12764.38
203,P203,77,66.89,Canceled,7474,2016-10-22,2503,MSI X299 GAMING M7 ACK,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",278.71,397.42,118.71,5150.53
204,P204,65,645.99,Canceled,7475,2017-05-11,2504,Supermicro MBD-X10DRI-O,Mother Board,"CPU:LGA2011-3 Narrow x 2,Form Factor:EATX,RAM Slots:16,Max RAM:1TB",291.34,394.99,103.65,41989.35
205,P205,96,766.11,Shipped,7476,2015-05-03,2505,Asus MAXIMUS IX FORMULA,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",339.12,388.99,49.87,73546.56
206,P206,56,299.89,Canceled,7477,2017-02-20,2506,Asus X99-DELUXE II,Mother Board,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",289.33,383.98,94.65,16793.84
207,P207,118,47.88,Shipped,7478,2017-02-20,2507,ASRock Fatal1ty X299 Professional Gaming i9,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",287.5,382.98,95.48,5649.84
208,P208,102,97.88,Shipped,7479,2016-10-10,2508,ASRock EP2C612 WS,Mother Board,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:64GB",308.84,358.49,49.65,9983.76
209,P209,89,88.99,Pending,7480,2016-10-10,2509,ASRock Z270 SuperCarrier,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",264.35,353.98,89.63,7920.11
210,P210,33,713.99,Canceled,7481,2016-10-02,2510,Asus MAXIMUS VIII EXTREME/ASSEMBLY,Mother Board,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",253.41,353.98,100.57,23561.670000000002
211,P211,131,338.99,Shipped,7482,2016-10-02,2511,Asus STRIX X299-E GAMING,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",306.0,349.99,43.99,44407.69
212,P212,86,678.75,Pending,7483,2016-10-02,2512,Gigabyte X299 AORUS Ultra Gaming,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",287.78,343.99,56.21,58372.5
213,P213,94,3192.97,Shipped,7484,2016-10-02,2513,Asus TUF X299 MARK 1,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",241.15,339.99,98.84,300139.18
214,P214,86,353.98,Canceled,7485,2016-09-29,2514,Asus Z170-WS,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",279.4,338.99,59.59,30442.280000000002
215,P215,99,1199.99,Pending,7486,2016-09-29,2515,MSI X299 GAMING PRO CARBON AC,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",238.8,337.81,99.01,118799.01
216,P216,110,1759.99,Pending,7487,2016-09-29,2516,MSI X99A XPOWER GAMING TITANIUM,Mother Board,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",257.23,329.99,72.76,193598.9
217,P217,73,704.99,Shipped,7488,2017-08-24,2517,Asus ROG STRIX X99 GAMING,Mother Board,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",255.86,319.99,64.13,51464.270000000004
218,P218,105,699.89,Shipped,7489,2016-08-24,2518,FEVGA 12G-P4-3992-KR,Mother Board,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",252.57,312.67,60.1,73488.45
219,P219,144,1073.99,Pending,7490,2015-06-29,2519,Asus PRIME X299-A,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",274.56,309.85,35.29,154654.56
220,P220,59,283.98,Shipped,7491,2017-06-30,2520,Gigabyte GA-X99-UD5 WIFI,Mother Board,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",217.83,305.0,87.0,16754.82
221,P221,35,731.99,Shipped,7492,2016-06-30,2521,ASRock EP2C602-4L/D16,Mother Board,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",225.47,301.99,76.52,25619.65
222,P222,35,234.0,Canceled,7493,2015-06-30,2522,MSI Z170A KRAIT GAMING 3X,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",245.4,299.89,54.49,8190.0
223,P223,94,1010.46,Shipped,7494,2016-06-30,2523,MSI Z170 Krait Gaming,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",231.58,299.89,68.31,94983.24
224,P224,50,899.99,Shipped,7495,2016-06-21,2524,MSI Z170A KRAIT GAMING,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",262.4,299.89,37.49,44999.5
225,P225,112,579.99,Pending,7496,2013-06-21,2525,Asus MAXIMUS IX CODE,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",266.15,298.98,32.83,64958.880000000005
226,P226,75,1055.99,Pending,7497,2016-06-21,2526,Asus Sabertooth 990FX,Mother Board,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",252.31,295.72,43.41,79199.25
227,P227,145,443.64,Shipped,7498,2016-06-14,2527,MSI X99A WORKSTATION,Mother Board,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",239.95,289.97,50.02,64327.799999999996
228,P228,143,52.65,Shipped,7499,2016-06-13,2528,Intel DG43RK,Mother Board,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",219.69,289.79,70.1,7528.95
229,P229,134,1899.99,Canceled,7500,2017-03-17,2529,Asus VANGUARD B85,Mother Board,"CPU:LGA1150,Form Factor:Micro ATX,RAM Slots:4,Max RAM:32GB",258.1,287.0,28.9,254598.66
230,P230,143,1388.89,Pending,7501,2017-02-21,2530,EVGA Z270 Classified K,Mother Board,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",234.26,283.98,49.72,198611.27000000002
231,P231,119,768.99,Pending,7502,2017-02-21,2531,EVGA Classified,Mother Board,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",240.62,283.98,43.36,91509.81
232,P232,76,731.99,Canceled,7503,2016-02-17,2532,MSI Z270 XPOWER GAMING TITANIUM,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",212.69,282.98,70.29,55631.24
233,P233,45,329.99,Shipped,7504,2016-02-17,2533,ASRock X299 Taichi,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",214.36,282.98,68.62,14849.550000000001
234,P234,119,117.45,Canceled,7505,2017-02-10,2534,MSI X299 TOMAHAWK ARCTIC,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",223.92,281.98,58.06,13976.550000000001
235,P235,89,349.99,Canceled,7506,2017-02-10,2535,Supermicro X10SAT-O,Mother Board,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",207.08,281.97,74.89,31149.11
236,P236,83,1418.99,Pending,7507,2017-02-10,2536,Gigabyte X299 AORUS Gaming 3,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",227.48,280.98,53.5,117776.17
237,P237,61,769.99,Shipped,7508,2017-01-02,2537,Supermicro MBD-X10DAL-I-O,Mother Board,"CPU:LGA2011-3 x 2,Form Factor:ATX,RAM Slots:8,Max RAM:512GB",239.28,279.99,40.71,46969.39
238,P238,134,127.88,Shipped,7509,2015-12-14,2538,Western Digital WD10EZEX,Storage,"Series:Caviar Blue,Type:7200RPM,Capacity:1TB,Cache:64MB",35.83,47.88,12.05,17135.92
239,P239,48,2501.69,Shipped,7510,2015-12-01,2539,Seagate ST2000DM006,Storage,"Series:Barracuda,Type:7200RPM,Capacity:2TB,Cache:64MB",47.93,66.89,18.96,120081.12
240,P240,45,399.99,Canceled,7511,2016-12-02,2540,Samsung MZ-75E250B/AM,Storage,"Series:850 EVO-Series,Type:SSD,Capacity:250GB,Cache:N/A",87.98,104.88,16.9,17999.55
241,P241,87,1029.99,Canceled,7512,2016-10-27,2541,Samsung MZ-75E500B/AM,Storage,"Series:850 EVO-Series,Type:SSD,Capacity:500GB,Cache:N/A",157.81,178.09,20.28,89609.13
242,P242,40,104.88,Pending,7513,2017-10-27,2542,SanDisk SDSSDA-240G-G26,Storage,"Series:SSD PLUS,Type:SSD,Capacity:240GB,Cache:N/A",61.1,83.88,22.78,4195.2
243,P243,62,319.99,Pending,7514,2016-12-14,2543,Samsung MZ-V6E250,Storage,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",92.98,127.88,34.9,19839.38
244,P244,70,289.79,Canceled,7515,2016-12-13,2544,SA400S37/120G,Storage,"Series:A400,Type:SSD,Capacity:120GB,Cache:N/A",40.63,54.99,14.36,20285.300000000003
245,P245,82,1274.99,Pending,7516,2015-04-26,2545,Samsung MZ-75E1T0B/AM,Storage,"Series:850 EVO-Series,Type:SSD,Capacity:1TB,Cache:N/A",260.23,339.99,79.76,104549.18000000001
246,P246,133,4139.0,Shipped,7517,2017-04-26,2546,Samsung MZ-V6E500,Storage,"Series:960 EVO,Type:SSD,Capacity:500GB,Cache:512MB",209.62,234.0,24.38,550487.0
247,P247,42,109.99,Canceled,7518,2015-04-09,2547,Seagate ST3000DM008,Storage,"Series:Barracuda,Type:7200RPM,Capacity:3TB,Cache:64MB",61.63,83.61,21.98,4619.58
248,P248,57,309.85,Shipped,7519,2017-02-15,2548,Western Digital WDS250G1B0A,Storage,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",72.54,89.89,17.35,17661.45
249,P249,44,319.99,Pending,7520,2017-02-14,2549,ADATA ASU800SS-128GT-C,Storage,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",37.78,52.65,14.87,14079.560000000001
250,P250,61,305.0,Pending,7521,2017-02-14,2550,Seagate ST1000DM010,Storage,"Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB",42.18,49.37,7.19,18605.0
251,P251,80,1199.99,Canceled,7522,2017-01-24,2551,Samsung MZ-75E4T0B,Storage,"Series:850 EVO,Type:SSD,Capacity:4TB,Cache:4GB",1153.64,1499.99,346.35,95999.2
252,P252,92,1449.98,Shipped,7523,2016-11-29,2552,Intel SSDPECME040T401,Storage,"Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",7123.66,7123.66,0.0,133398.16
253,P253,95,89.99,Shipped,7524,2016-11-29,2553,Western Digital WD2003FZEX,Storage,"Series:BLACK SERIES,Type:7200RPM,Capacity:2TB,Cache:64MB",7123.66,7123.66,0.0,8549.05
254,P254,139,1199.99,Pending,7525,2016-11-29,2554,Samsung MZ-V6P512BW,Storage,"Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB",7123.66,7123.66,0.0,166798.61000000002
255,P255,32,419.99,Canceled,7526,2017-09-28,2555,Hitachi HUS724030ALE641,Storage,"Series:Ultrastar 7K4000,Type:7200RPM,Capacity:3TB,Cache:64MB",7123.66,7123.66,0.0,13439.68
256,P256,137,620.95,Shipped,7527,2017-09-27,2556,Samsung MZ-V6P2T0BW,Storage,"Series:960 Pro,Type:SSD,Capacity:2TB,Cache:2GB",7123.66,7123.66,0.0,85070.15000000001
257,P257,67,401.98,Canceled,7528,2016-09-27,2557,Seagate ST10000DM0004,Storage,"Series:BarraCuda Pro,Type:7200RPM,Capacity:10TB,Cache:256MB",7123.66,7123.66,0.0,26932.66
258,P258,72,811.99,Pending,7529,2017-09-27,2558,ADATA ASU800SS-512GT-C,Storage,"Series:Ultimate SU800,Type:SSD,Capacity:512GB,Cache:N/A",7123.66,7123.66,0.0,58463.28
259,P259,59,487.3,Pending,7530,2016-08-16,2559,Samsung MZ-V6E1T0,Storage,"Series:960 EVO,Type:SSD,Capacity:1TB,Cache:1000MB",7123.66,7123.66,0.0,28750.7
260,P260,80,136.69,Canceled,7531,2016-05-27,2560,Western Digital WD1003FZEX,Storage,"Series:BLACK SERIES,Type:7200RPM,Capacity:1TB,Cache:64MB",7123.66,7123.66,0.0,10935.2
261,P261,49,57.98,Shipped,7532,2017-05-27,2561,SanDisk SDSSDA-120G-G26,Storage,"Series:SSD PLUS,Type:SSD",7123.66,7123.66,0.0,2841.02
262,P262,86,2799.99,Shipped,7533,2017-05-27,2562,Crucial CT525MX300SSD1,Storage,"Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",7123.66,7123.66,0.0,240799.13999999998
263,P263,148,829.89,Shipped,7534,2016-05-26,2563,Hitachi A7K1000-1000,Storage,"Series:Ultrastar,Type:7200RPM,Capacity:1TB,Cache:32MB",7123.66,7123.66,0.0,122823.72
264,P264,104,88.99,Shipped,7535,2016-09-07,2564,Samsung MZ-V6P1T0BW,Storage,"Series:960 Pro,Type:SSD,Capacity:1TB,Cache:1GB",7123.66,7123.66,0.0,9254.96
265,P265,122,741.78,Canceled,7536,2016-09-07,2565,Samsung MZ-7KE256BW,Storage,"Series:850 Pro Series,Type:SSD,Capacity:256GB,Cache:N/A",7123.66,7123.66,0.0,90497.16
266,P266,70,1449.98,Pending,7537,2016-08-24,2566,Seagate ST2000DX002,Storage,"Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB",7123.66,7123.66,0.0,101498.6
267,P267,138,2377.09,Shipped,7538,2016-08-16,2567,Western Digital WD5000AACS,Storage,"Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB",7123.66,7123.66,0.0,328038.42000000004
268,P268,125,2200.0,Canceled,7539,2017-08-14,2568,SanDisk SDSSDHII-240G-G25,Storage,"Series:Ultra II,Type:SSD,Capacity:240GB,Cache:N/A",7123.66,7123.66,0.0,275000.0
269,P269,71,417.98,Pending,7540,2017-08-12,2569,PNY SSD7CS1311-120-RB,Storage,"Series:CS1311,Type:SSD,Capacity:120GB,Cache:N/A",7123.66,7123.66,0.0,29676.58
270,P270,117,713.99,Shipped,7541,2017-08-12,2570,PNY SSD9SC240GMDA-RB,Storage,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",7123.66,7123.66,0.0,83536.83
271,P271,125,1899.99,Canceled,7542,2017-03-09,2571,Crucial CT1050MX300SSD1,Storage,"Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A",7123.66,7123.66,0.0,237498.75
272,P272,130,1314.99,Canceled,7543,2017-03-07,2572,Western Digital WDS250G1B0B,Storage,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",7123.66,7123.66,0.0,170948.7
273,P273,115,2998.89,Pending,7544,2016-06-12,2573,Samsung MZ-75E120B/AM,Storage,"Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A",74.41,88.99,14.58,344872.35
274,P274,56,1073.99,Shipped,7545,2016-09-05,2574,Western Digital WDS500G1B0B,Storage,"Series:Blue,Type:SSD,Capacity:500GB,Cache:N/A",106.89,149.88,42.99,60143.44
275,P275,99,2554.99,Shipped,7546,2017-09-05,2575,Hitachi HUA723020ALA640,Storage,"Series:Ultrastar 7K3000,Type:7200RPM,Capacity:2TB,Cache:64MB",45.18,59.99,14.81,252944.00999999998
276,P276,87,620.95,Canceled,7547,2017-02-19,2576,Western Digital WD2500AVVS,Storage,"Series:AV-GP,Type:5400RPM,Capacity:250GB,Cache:8MB",12.63,15.55,2.92,54022.65
277,P277,138,686.99,Shipped,7548,2015-05-31,2577,Seagate ST1000DX002,Storage,"Series:FireCuda,Type:Hybrid,Capacity:1TB,Cache:64MB",55.41,68.06,12.65,94804.62
278,P278,106,1504.99,Canceled,7549,2016-10-22,2578,Crucial CT275MX300SSD1,Storage,"Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A",79.21,97.88,18.67,159528.94
